711.042,368.916
719.152,269.988
725.235,175.585
707.531,132.529
679.93,215.447
673.147,299.211
746.639,391.801
740.247,216.721
753.716,313.671
751.34,414.017
725.711,484.984
749.464,605.618
722.751,469.212
727.317,596.672

711.026,368.873
719.131,269.938
725.202,175.495
703.569,124.556
679.901,215.482
673.162,299.298
747.954,363.746
740.28,216.696
753.643,313.665
751.089,408.742
725.639,485.074
712.505,577.261
722.733,469.196
727.362,595.194

710.898,368.65
719.002,269.769
725.066,175.315
702.074,124.265
679.77,215.694
673.247,299.22
747.323,364.909
740.372,216.472
753.578,313.505
751.088,410.049
725.03,471.746
753.651,600.207
722.77,469.19
727.442,596.678

711.026,367.909
718.727,268.991
724.293,174.25
700.164,124.515
679.582,215.995
673.235,298.982
723.086,378
740.471,216.264
753.346,312.631
751.212,412.73
725.038,471.526
753.691,600.917
722.962,469.276
727.669,596.274

711.149,367.975
718.571,268.749
723.569,173.344
698.477,124.345
679.452,216.14
673.384,298.666
754.73,423.335
740.558,216.084
752.96,311.636
751.969,412.682
725.351,471.477
753.858,598.378
723.173,469.401
728.202,594.904

711.423,368.257
718.484,268.645
722.684,172.456
697.038,124.338
679.203,216.274
673.442,298.616
755.617,426.542
740.613,215.897
752.419,309.416
752.391,413.456
725.453,471.479
753.642,597.066
723.329,469.605
728.108,594.628

711.626,368.141
718.311,268.186
721.915,171.408
695.774,124.043
679.063,216.36
673.233,298.738
725.528,387.288
740.67,215.361
751.692,306.743
752.063,415.873
725.846,471.701
753.95,595.873
723.495,469.714
728.008,594.152

711.906,367.709
718.119,267.482
721.308,170.43
694.301,123.622
678.915,216.411
673.253,298.549
726.463,389.025
740.72,215.028
751.524,306.013
750.9,416.11
725.022,482.496
713.883,573.191
724.12,472.039
728.182,594.297

712.049,367.264
717.865,266.521
720.704,169.053
692.981,122.987
678.768,216.431
672.375,298.768
728.743,390.352
740.736,214.672
751.417,305.486
749.501,409.426
723.76,483.53
717.101,573.865
724.032,471.364
728.171,594.358

711.904,367.114
717.422,265.87
720.14,167.441
691.834,122.148
678.601,216.463
672.661,298.221
725.465,393.212
740.683,214.136
751.41,303.987
746.534,403.78
717.582,474.361
720.424,566.953
724.082,472.019
728.261,594.331

716.993,353.594
714.914,252.063
710.225,153.822
690.311,119.594
678.226,214.85
672.997,270.212
761.726,332.681
745.335,176.572
755.279,244.276
748.62,351.009
719.923,505.126
725.478,630.542
737.249,470.224
759.437,596.333

715.751,331.618
714.064,245.641
710.141,153.586
689.211,117.413
678.457,212.513
672.389,269.453
672.843,306.755
745.14,175.94
755.255,244.062
748.242,349.364
718.651,499.556
724.844,620.77
737.496,472.019
758.66,590.028

715.523,331.329
713.822,243.74
710.287,153.292
688.527,115.804
678.677,211.031
671.709,267.783
682.607,292.284
745.134,175.665
755.06,244.242
747.442,349.535
718.357,504.262
724.137,621.957
737.528,474.342
758.592,591.564

715.21,331.341
713.733,241.712
710.93,150.584
688.487,113.716
681.608,205.527
671.366,266.606
680.192,296.89
744.747,171.019
755.167,242.952
750.017,350.7
717.44,507.021
723.653,624.247
738.026,476.115
757.257,594.322

714.532,331.804
713.219,240.122
710.585,148.177
688.024,111.681
681.958,204.809
671.159,266.46
682.24,293.658
744.61,168.355
755.186,241.923
750.1,349.869
715.788,509.545
720.075,615.704
738.78,477.478
756.839,593.674

713.937,332.135
713.074,239.09
710.869,146.47
688.386,108.931
683.724,201.767
671.294,266.621
681.749,300.625
744.492,165.593
755.276,240.266
751.336,344.131
713.617,511.208
717.089,602.738
740.686,482.506
756.793,595.588

713.313,332.101
712.463,237.903
710.311,143.595
687.853,107.315
687.335,192.415
671.996,264.981
665.646,322.117
744.952,163.325
755.328,238.534
750.973,337.75
711.122,512.811
716.899,604.701
741.508,483.974
746.344,622.102

712.448,332.133
711.948,237.092
710.142,142.052
687.238,105.856
687.871,190.845
672.235,264.56
694.776,251.309
744.773,160.792
755.01,236.808
750.651,339.081
707.467,514.244
716.709,604.787
743.175,485.16
750.907,623.576

711.955,331.873
711.504,236.41
709.627,141.001
686.165,104.773
688.446,189.092
673.094,260.226
688.163,183.339
744.538,159.47
754.766,234.619
750.487,337.621
703.52,515.028
713.872,604.331
743.393,485.255
752.256,623.273

711.327,333.432
710.977,236.513
709.033,139.251
685.251,102.207
688.562,187.42
673.063,259.451
688.594,184.003
743.781,158.01
754.957,233.655
748.693,340.649
698.682,517.903
708.214,606.115
743.533,485.439
753.765,622.576

711.071,334.726
710.428,236.373
708.045,137.576
683.433,100.814
691.728,180.906
673.258,257.943
688.223,185.369
742.366,156.999
754.734,232.616
748.463,341.26
693.557,516.24
705.303,612.76
744.01,485.351
755.753,622.949

710.619,336.39
709.657,236.586
706.903,136.541
680.527,99.444
691.711,179.864
672.821,258.193
688.305,186.399
740.422,156.984
754.534,233.749
748.293,343.407
687.81,513.972
702.561,612.639
743.972,485.656
757.09,624.407

710.264,337.842
708.312,236.87
704.242,135.623
678.306,98.4296
690.217,178.844
671.43,258.508
689.629,187.274
739.049,156.501
754.271,233.638
746.88,345.094
681.552,512.035
699.068,610.742
743.34,486.059
756.847,628.203

709.011,339.58
706.5,237.202
701.867,134.63
675.281,97.6463
688.377,177.776
669.7,258.986
692.153,187.841
736.886,156.557
753.983,233.213
746.797,344.881
675.382,510.418
694.112,609.508
742.112,487.971
756.491,632.853

707.294,341.291
704.358,237.374
699.157,133.268
672.031,97.4704
686.086,176.45
667.63,258.222
676.888,184.911
733.971,156.927
753.922,231.824
754.894,381.382
669.696,507.436
688.484,608.2
740.343,487.632
755.872,633.485

705.115,342.869
701.248,237.596
695.162,132.222
667.671,97.3838
682.612,175.457
663.435,258.003
684.475,185.143
730.984,157.59
754.218,228.828
746.646,379.955
662.973,504.958
682.824,607.275
740.457,489.887
758.073,637.193

703.672,343.747
698.451,237.617
690.861,131.892
661.851,97.103
678.804,175.111
660.22,257.781
706.125,190.525
727.532,158.23
739.832,238.771
733.976,382.307
656.267,503.372
673.229,607.086
738.129,490.361
754.781,636.744

702.585,344.708
695.892,237.981
686.37,132.331
656.668,98.2274
674.813,175.407
658.137,258.253
668.966,184.858
723.732,160.051
735.62,244.038
722.751,378.388
656.639,502.493
661.387,604.05
737.682,491.514
754.494,637.367

701.518,345.546
692.353,238.292
679.509,132.674
652.775,98.2164
668.705,175.569
654.015,258.571
698.592,200.898
721.025,161.146
730.663,247.081
706.142,382.762
656.429,502.322
653.263,602.517
736.262,494.218
752.127,638.713

699.614,348.446
688.136,239.668
673.413,133.187
647.319,99.6113
663.281,175.898
653.514,271.67
675.617,223.678
717.737,162.801
726.009,250.575
692.001,384.249
640.068,508.464
639.549,611.527
733.975,496.132
749.365,639.453

694.656,351.238
681.685,241.088
667.093,133.489
640.333,101.668
657.672,175.988
639.868,257.506
691.238,200.126
712.095,163.263
716.077,254.934
675.188,389.699
634.006,513.248
634.257,617.856
729.925,496.863
744.891,639.021

691.544,352.118
676.655,241.671
660.157,134.406
635.303,102.524
651.518,176.588
638.688,257.955
639.154,185.258
706.751,164.275
707.174,259.357
663.472,389.044
633.008,513.172
625.581,612.939
724.752,497.966
747.725,600.314

685.03,354.15
669.005,243.135
652.136,135.996
627.421,103.647
644.405,177.697
632.932,258.8
617.11,184.058
699.587,165.657
698.857,261.527
651.681,389.5
631.267,514.289
618.706,611.959
719.777,500.504
746.245,601.214

676.329,355.55
659.629,244.26
642.688,137.258
621.112,105.253
636.026,178.469
622.304,262.812
605.78,208.547
690.594,168.678
702.322,275.209
630.539,408.938
630.187,516.077
608.574,613.712
693.612,499.776
755.247,622.512

669.935,357.426
652.584,245.835
634.712,139.411
612.307,109.62
628.96,179.949
618.451,262.903
611.064,204.477
681.132,171.211
693.788,277.069
616.053,416.961
628.395,516.591
605.194,614.533
692.14,499.813
753.749,623.747

660.571,359.92
643.719,248.222
627.118,142.008
606.526,112.775
622.222,181.838
609.747,264.275
588.805,220.264
673.842,175.557
663.917,274.837
618.419,395.717
625.779,517.707
604.775,613.651
687.794,501.725
751.178,624.641

647.138,356.69
632.184,248.035
617.479,144.516
597.865,116.154
613.667,183.456
602.877,264.507
640.076,210.543
663.942,180.709
665.936,284.607
598.977,420.998
621.937,518.879
604.824,610.522
681.267,503.33
736.693,607.414

639.485,355.422
623.677,248.424
608.305,147.371
589.831,118.357
605.503,185.392
594.767,264.387
575.655,234.913
653.462,182.808
643.02,280.88
597.805,406.684
616.147,517.055
602.818,610.761
662.236,508.649
730.169,610.781

631.176,356.061
615.328,249.925
600.289,149.959
584.928,120.278
598.353,187.144
587.755,265.841
613.589,213.927
644.799,185.284
642.055,289.057
585.865,423.425
611.308,517.434
601.655,610.977
661.211,506.768
723.708,612.047

620.27,357.21
606.679,251.516
593.441,152.253
577.363,124.173
592.23,188.665
582.391,265.421
609.926,222.213
634.591,186.748
632.129,288.291
580.056,422.048
606.22,518.943
600.059,599.257
641.767,512.13
716.129,614.865

610.517,355.513
599.029,251.747
588.044,154.038
571.894,126.989
587.394,189.789
574.532,264.767
597.147,218.474
625.471,188.594
613.666,282.937
579.625,398.099
601.698,516.97
598.36,598.268
637.594,511.761
707.99,616.586

604.003,351.792
592.157,250.832
580.82,156.355
566.693,130.806
580.903,191.334
569.37,264.234
590.101,229.29
615.972,189.917
605.781,281.6
571.009,405.257
595.891,512.85
597.159,595.257
630.708,504.923
691.13,615.776

592.933,348.883
583.217,250.976
574.059,158.668
554.086,137.023
574.809,192.943
562.844,264.516
585.317,239.623
608.404,191.481
597.621,282.886
565.79,401.398
585.094,506.381
594.455,611.22
620.653,506.815
686.334,616.946

588.543,348.334
578.036,251.43
568.111,160.799
550.82,138.847
569.437,194.457
555.986,265.918
540.083,272.154
598.836,192.956
596.95,287.287
557.894,413.636
583.099,505.058
593.802,610.808
602.033,515.932
677.208,619.625

580.323,346.859
570.555,251.977
561.639,162.862
543.603,141.878
563.581,195.931
550.469,267.22
519.575,313.221
591.544,193.822
591.18,287.556
554.118,411.111
609.664,493.867
593.576,603.515
592.373,521.646
671.158,630.351

575.804,346.527
565.963,252.579
556.836,164.539
540.541,142.839
559.225,197.149
545.58,269.158
522.704,319.015
585.571,194.54
583.71,289.24
551.009,396.454
603.449,497.685
591.625,607.879
580.419,518.728
656.816,626.413

571.071,346.545
560.524,253.386
550.66,165.919
533.99,145.03
553.619,198.059
540.25,273.705
503.407,332.751
579.136,195.961
570.141,279.388
549.487,385.504
597.812,498.683
589.303,609.408
571.282,515.108
636.695,628.954

565.758,348.581
555.356,255.393
545.652,167.589
530.2,146.222
549.063,199.293
533.228,275.258
500.482,339.475
573.153,197.855
570.072,286.885
544.939,390.757
591.456,498.879
585.338,609.496
563.523,515.961
612.124,640.093

561.34,349.875
550.158,257.31
539.8,170.035
523.68,149.43
543.733,201.204
528.953,277.559
493.897,341.792
566.633,199.404
567.35,287.323
536.667,390.249
592.321,500.023
586.407,610.862
562.451,514.486
590.52,644.515

555.242,350.042
544.262,258.269
534.142,171.769
519.399,150.611
538.572,202.495
524.781,278.24
501.75,325.813
560.749,200.974
560.067,289.418
530.596,392.514
532.024,492.6
552.515,611.76
580.499,503.349
586.636,613.731

549.314,350.245
538.322,259.524
528.173,173.97
512.85,154.064
533.123,204.221
519.074,281.94
494.163,330.916
554.743,202.724
546.877,287.214
528.064,388.321
522.823,495.516
529.463,611.023
577.467,501.587
586.3,613.247

542.426,348.19
532.563,259.574
523.318,175.411
507.766,155.413
528.683,205.313
516.441,282.478
487.347,335.217
547.829,204.235
541.496,288.052
522.121,387.814
505.405,495.288
507.554,605.733
572.815,497.375
585.668,612.676

539.226,348.503
527.873,260.894
517.084,178.561
502.266,158.136
522.976,207.899
510.698,284.364
484.178,341.594
541.764,206.476
540.781,292.238
512.397,392.002
495.386,493.176
489.721,598.327
570.1,496.723
584.974,611.707

532.282,350.321
521.904,263.023
512.472,180.626
499.186,159.373
518.747,209.573
506.537,285.518
481.766,347.476
535.548,209.276
534.262,291.691
505.945,390.362
487.57,492.885
473.975,593.329
567.943,497.009
584.392,611.529

527.314,350.179
518.115,263.209
507.239,182.519
493.851,161.679
513.944,211.074
501.777,286.44
477.055,356.69
528.192,211.039
526.552,292.118
499.089,389.349
483.202,491.046
462.129,584.684
563.542,494.58
583.627,609.986

524.483,350.978
512.472,264.672
500.946,185.2
488.576,164.12
508.167,213.281
496.052,288.044
473.186,364.231
522.023,213.242
519.737,292.487
492.065,387.933
477.651,488.906
